Šifra modela,Veličina,Šifra boje,MPC,Ime branda,Šifra branda,Vodič za veličinu,Spol,Oblik,Tip,Boja prednjeg dijela,Materijal prednjeg dijela,Širina leće,Visina leće,Materijal ručkice,Dužina ručkice,Fleksibilni,Veličina mosta,Naziv,Privremeno ime,Slika,Naziv final
0VO4298T-1,53,5191,92,VOGUE,VO,S,Žene,Okrugli,Puni okvir,Copper/Top Bordeaux,Metal,51,44,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4298T__5191,Dioptrijski okvir VOGUE S Copper/Top Bordeaux
0VO4298T-2,53,5192,92,VOGUE,VO,M,Žene,Okrugli,Puni okvir,Copper/Top Bordeaux,Metal,53,46,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4298T__5192,Dioptrijski okvir VOGUE M Copper/Top Bordeaux
0VO4298T-3,53,5213,92,VOGUE,VO,M,Žene,Okrugli,Puni okvir,Rose Gold/Top White,Metal,53,46,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4298T__5213,Dioptrijski okvir VOGUE M Rose Gold/Top White
0VO4301D,55,5152,92,VOGUE,VO,"M,S",Žene,Leptirasti,Puni okvir,"Zlatna/Fronta Havana,Copper/Top Bordeaux",Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4301D__5152,"Dioptrijski okvir VOGUE M,S Zlatna/Fronta Havana,Copper/Top Bordeaux"
0VO4301D-1,55,5152,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Zlatna/Fronta Havana,Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4301D__5152,Dioptrijski okvir VOGUE M Zlatna/Fronta Havana
0VO4301D-2,55,848,92,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Copper/Top Bordeaux,Metal,52,41,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4301D__848,Dioptrijski okvir VOGUE S Copper/Top Bordeaux
0VO4302S,41,280/13,92,VOGUE,VO,"M,S",Žene,Leptirasti,Puni okvir,"Copper/Top Bordeaux,Svijetlo ljubičasta/Gornji dio ružičasta,Ružičasto zlatna/gornji dio crvena",Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4302S__280/13,"Dioptrijski okvir VOGUE M,S Copper/Top Bordeaux,Svijetlo ljubičasta/Gornji dio ružičasta,Ružičasto zlatna/gornji dio crvena"
0VO4302S-1,41,280/13,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Copper/Top Bordeaux,Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4302S__280/13,Dioptrijski okvir VOGUE M Copper/Top Bordeaux
0VO4302S-2,41,280/5A,92,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Svijetlo ljubičasta/Gornji dio ružičasta,Metal,52,41,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4302S__280/5A,Dioptrijski okvir VOGUE S Svijetlo ljubičasta/Gornji dio ružičasta
0VO4302S-3,41,848/80,92,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Ružičasto zlatna/gornji dio crvena,Metal,52,41,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4302S__848/80,Dioptrijski okvir VOGUE S Ružičasto zlatna/gornji dio crvena
0VO4303S,56,352/87,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Ružičasto zlatna/gornji dio crvena,Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4303S__352/87,Dioptrijski okvir VOGUE M Ružičasto zlatna/gornji dio crvena
0VO4303S-1,56,352/87,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Ružičasto zlatna/gornji dio crvena,Metal,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4303S__352/87,Dioptrijski okvir VOGUE M Ružičasto zlatna/gornji dio crvena
0VO4307,52,5149,119,VOGUE,VO,"M,S",Žene,Nepravilan,Puni okvir,"Ružičasto zlatna,Gunmetal",Metal,53,45,Propionat,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4307__5149,"Dioptrijski okvir VOGUE M,S Ružičasto zlatna,Gunmetal"
0VO4307-1,52,5149,119,VOGUE,VO,M,Žene,Nepravilan,Puni okvir,Ružičasto zlatna,Metal,53,45,Propionat,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4307__5149,Dioptrijski okvir VOGUE M Ružičasto zlatna
0VO4307-2,54,5149,119,VOGUE,VO,S,Žene,Nepravilan,Puni okvir,Gunmetal,Metal,51,43,Propionat,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4307__5149,Dioptrijski okvir VOGUE S Gunmetal
0VO4332S,59,515269,110,VOGUE,VO,M,Žene,Mačkasti,Puni okvir,"Top Gradient Black/Smoke,Fronta Smeđa/Kristalna",Injektirani,54,41,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4332S__515269,"Dioptrijski okvir VOGUE M Top Gradient Black/Smoke,Fronta Smeđa/Kristalna"
0VO4332S-1,59,515269,110,VOGUE,VO,M,Žene,Mačkasti,Puni okvir,Top Gradient Black/Smoke,Injektirani,54,41,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4332S__515269,Dioptrijski okvir VOGUE M Top Gradient Black/Smoke
0VO4332S-2,59,848/73,110,VOGUE,VO,M,Žene,Mačkasti,Puni okvir,Fronta Smeđa/Kristalna,Injektirani,54,39,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4332S__848/73,Dioptrijski okvir VOGUE M Fronta Smeđa/Kristalna
0VO4333,52,5138,110,VOGUE,VO,"M,S",Žene,Mačkasti,Puni okvir,"Top Gradient Black/Smoke,Crna",Injektirani,54,41,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4333__5138,"Dioptrijski okvir VOGUE M,S Top Gradient Black/Smoke,Crna"
0VO4333-1,52,5138,110,VOGUE,VO,M,Žene,Mačkasti,Puni okvir,Top Gradient Black/Smoke,Injektirani,54,41,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4333__5138,Dioptrijski okvir VOGUE M Top Gradient Black/Smoke
0VO4333-2,52,5152,110,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Crna,Injektirani,52,39,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4333__5152,Dioptrijski okvir VOGUE S Crna
0VO4333-3,54,5152,110,VOGUE,VO,M,Žene,Mačkasti,Puni okvir,Crna,Injektirani,54,41,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4333__5152,Dioptrijski okvir VOGUE M Crna
0VO4334,54,5209,101,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Fronta Gradijent Smeđa/Kristalna,Injektirani,53,41,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4334__5209,Dioptrijski okvir VOGUE S Fronta Gradijent Smeđa/Kristalna
0VO4334-1,54,5209,101,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Fronta Gradijent Smeđa/Kristalna,Injektirani,53,41,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO4334__5209,Dioptrijski okvir VOGUE S Fronta Gradijent Smeđa/Kristalna
0VO5163,53,2386,101,VOGUE,VO,XS,Žene,Mačkasti,Puni okvir,Transparentna ružičasta,Injektirani,51,40,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5163__2386,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5163-1,53,2386,101,VOGUE,VO,XS,Žene,Mačkasti,Puni okvir,Transparentna ružičasta,Injektirani,51,40,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5163__2386,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5239,52,W44,88,VOGUE,VO,S,Muškarci,Ovalni,Puni okvir,Transparentna plava,Acetat,51,43,Acetat,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5239__W44,Dioptrijski okvir VOGUE S Transparentna plava
0VO5239-1,52,W44,88,VOGUE,VO,S,Muškarci,Ovalni,Puni okvir,Transparentna plava,Acetat,51,43,Acetat,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5239__W44,Dioptrijski okvir VOGUE S Transparentna plava
0VO5305B,54,2762,110,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Crna,Injektirani,54,44,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5305B__2762,Dioptrijski okvir VOGUE S Crna
0VO5305B-1,54,2762,110,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Crna,Injektirani,54,44,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5305B__2762,Dioptrijski okvir VOGUE S Crna
0VO5327S,48,276011,84,VOGUE,VO,"XS,S",Žene,Četvrtasti,Puni okvir,"Prozirna Bež,Transparentna smeđa,Crna,Tamna havana,Transparentna",Injektirani,52,46,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__276011,"Dioptrijski okvir VOGUE XS,S Prozirna Bež,Transparentna smeđa,Crna,Tamna havana,Transparentna"
0VO5327S-1,48,276011,84,VOGUE,VO,XS,Žene,Četvrtasti,Puni okvir,Prozirna Bež,Injektirani,52,46,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__276011,Dioptrijski okvir VOGUE XS Prozirna Bež
0VO5327S-2,48,282071,84,VOGUE,VO,XS,Žene,Četvrtasti,Puni okvir,Transparentna smeđa,Injektirani,52,46,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__282071,Dioptrijski okvir VOGUE XS Transparentna smeđa
0VO5327S-3,51,282071,84,VOGUE,VO,XS,Žene,Četvrtasti,Puni okvir,Crna,Injektirani,52,46,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__282071,Dioptrijski okvir VOGUE XS Crna
0VO5327S-4,51,W65673,92,VOGUE,VO,S,Muškarci,Okrugli,Puni okvir,Crna,Acetat,50,45,Acetat,145,,20,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__W65673,Dioptrijski okvir VOGUE S Crna
0VO5327S-5,48,W900T5,92,VOGUE,VO,S,Muškarci,Okrugli,Puni okvir,Tamna havana,Acetat,50,45,Acetat,145,,20,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__W900T5,Dioptrijski okvir VOGUE S Tamna havana
0VO5327S-6,51,W900T5,92,VOGUE,VO,S,Muškarci,Okrugli,Puni okvir,Transparentna,Acetat,50,45,Acetat,145,,20,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5327S__W900T5,Dioptrijski okvir VOGUE S Transparentna
0VO5334,54,W44,101,VOGUE,VO,S,Žene,Zaobljeni četvrtasti,Puni okvir,Fronta Havana/Smeđa,Injektirani,51,39,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5334__W44,Dioptrijski okvir VOGUE S Fronta Havana/Smeđa
0VO5334-1,54,W44,101,VOGUE,VO,S,Žene,Zaobljeni četvrtasti,Puni okvir,Fronta Havana/Smeđa,Injektirani,51,39,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5334__W44,Dioptrijski okvir VOGUE S Fronta Havana/Smeđa
0VO5338S,54,W65613,101,VOGUE,VO,M,Žene,Zaobljeni četvrtasti,Puni okvir,Kornjačevina ružičasta,Injektirani,53,40,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5338S__W65613,Dioptrijski okvir VOGUE M Kornjačevina ružičasta
0VO5338S-1,54,W65613,101,VOGUE,VO,M,Žene,Zaobljeni četvrtasti,Puni okvir,Kornjačevina ružičasta,Injektirani,53,40,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5338S__W65613,Dioptrijski okvir VOGUE M Kornjačevina ružičasta
0VO5355,51,2840,80,VOGUE,VO,S,Žene,Zaobljeni četvrtasti,Puni okvir,Prozirni bordo,Acetat,54,43,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5355__2840,Dioptrijski okvir VOGUE S Prozirni bordo
0VO5355-1,51,2840,80,VOGUE,VO,S,Žene,Zaobljeni četvrtasti,Puni okvir,Prozirni bordo,Acetat,54,43,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5355__2840,Dioptrijski okvir VOGUE S Prozirni bordo
0VO5367,50,W656,80,VOGUE,VO,S,Žene,Četvrtasti,Puni okvir,Transparentna,Acetat,53,42,Acetat,145,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5367__W656,Dioptrijski okvir VOGUE S Transparentna
0VO5367-1,50,W656,80,VOGUE,VO,S,Žene,Četvrtasti,Puni okvir,Transparentna,Acetat,53,42,Acetat,145,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5367__W656,Dioptrijski okvir VOGUE S Transparentna
0VO5399D,53,2998,110,VOGUE,VO,S,Žene,Ovalni,Puni okvir,Havana smeđa,Injektirani,54,36,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5399D__2998,Dioptrijski okvir VOGUE S Havana smeđa
0VO5399D-1,53,2998,110,VOGUE,VO,S,Žene,Ovalni,Puni okvir,Havana smeđa,Injektirani,54,36,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5399D__2998,Dioptrijski okvir VOGUE S Havana smeđa
0VO5409S,52,307611,110,VOGUE,VO,S,Žene,Ovalni,Puni okvir,Crna,Injektirani,54,38,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5409S__307611,Dioptrijski okvir VOGUE S Crna
0VO5409S-1,52,307611,110,VOGUE,VO,S,Žene,Ovalni,Puni okvir,Crna,Injektirani,54,38,Injektirani,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5409S__307611,Dioptrijski okvir VOGUE S Crna
0VO5420,51,3086,80,VOGUE,VO,L,Žene,Nepravilan,Puni okvir,"Prozirna Trešnja,Crna,Tamna havana",Acetat,53,47,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5420__3086,"Dioptrijski okvir VOGUE L Prozirna Trešnja,Crna,Tamna havana"
0VO5420-1,51,3086,80,VOGUE,VO,L,Žene,Nepravilan,Puni okvir,Prozirna Trešnja,Acetat,53,47,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5420__3086,Dioptrijski okvir VOGUE L Prozirna Trešnja
0VO5420-2,53,3086,80,VOGUE,VO,L,Žene,Nepravilan,Puni okvir,Crna,Acetat,53,47,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5420__3086,Dioptrijski okvir VOGUE L Crna
0VO5420-3,53,W44,80,VOGUE,VO,L,Žene,Nepravilan,Puni okvir,Tamna havana,Acetat,53,47,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5420__W44,Dioptrijski okvir VOGUE L Tamna havana
0VO5424B,53,2864,92,VOGUE,VO,"L,M",Muškarci,Phantos,Puni okvir,"Puna tamnoplava,Transparentna siva",Acetat,49,45,Metal,145,,22,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5424B__2864,"Dioptrijski okvir VOGUE L,M Puna tamnoplava,Transparentna siva"
0VO5424B-1,53,2864,92,VOGUE,VO,L,Muškarci,Phantos,Puni okvir,Puna tamnoplava,Acetat,49,45,Metal,145,,22,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5424B__2864,Dioptrijski okvir VOGUE L Puna tamnoplava
0VO5424B-2,53,2988,92,VOGUE,VO,M,Muškarci,Phantos,Puni okvir,Transparentna siva,Acetat,47,45,Metal,145,,22,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5424B__2988,Dioptrijski okvir VOGUE M Transparentna siva
0VO5453S,53,2942T5,101,VOGUE,VO,M,Muškarci,Nepravilan,Puni okvir,Crna,Acetat,49,43,Metal,145,,21,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5453S__2942T5,Dioptrijski okvir VOGUE M Crna
0VO5453S-1,53,2942T5,101,VOGUE,VO,M,Muškarci,Nepravilan,Puni okvir,Crna,Acetat,49,43,Metal,145,,21,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5453S__2942T5,Dioptrijski okvir VOGUE M Crna
0VO5459SB,53,W44/11,110,VOGUE,VO,S,Žene,Četvrtasti,Puni okvir,Transparentna smeđa,Injektirani,52,41,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5459SB__W44/11,Dioptrijski okvir VOGUE S Transparentna smeđa
0VO5459SB-1,53,W44/11,110,VOGUE,VO,S,Žene,Četvrtasti,Puni okvir,Transparentna smeđa,Injektirani,52,41,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5459SB__W44/11,Dioptrijski okvir VOGUE S Transparentna smeđa
0VO5460S,56,292568,110,VOGUE,VO,XS,Žene,Četvrtasti,Puni okvir,Transparentna ružičasta,Injektirani,50,39,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5460S__292568,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5460S-1,56,292568,110,VOGUE,VO,XS,Žene,Četvrtasti,Puni okvir,Transparentna ružičasta,Injektirani,50,39,Metal,140,,18,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5460S__292568,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5477B,52,2989,119,VOGUE,VO,L,Žene,Leptirasti,Puni okvir,Transparentna ružičasta,Injektirani,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5477B__2989,Dioptrijski okvir VOGUE L Transparentna ružičasta
0VO5477B-1,52,2989,119,VOGUE,VO,L,Žene,Leptirasti,Puni okvir,Transparentna ružičasta,Injektirani,54,42,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5477B__2989,Dioptrijski okvir VOGUE L Transparentna ružičasta
0VO5493S,58,W44/87,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,53,42,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5493S__W44/87,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5493S-1,58,W44/87,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,53,42,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5493S__W44/87,Dioptrijski okvir VOGUE XS Transparentna ružičasta
0VO5499SD,64,303869,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Puna tamnozelena,Najlonska vlakna,51,41,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5499SD__303869,Dioptrijski okvir VOGUE XS Puna tamnozelena
0VO5499SD-1,64,303869,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Puna tamnozelena,Najlonska vlakna,51,41,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5499SD__303869,Dioptrijski okvir VOGUE XS Puna tamnozelena
0VO5502D,54,W656,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Crna,Najlonska vlakna,53,42,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5502D__W656,Dioptrijski okvir VOGUE XS Crna
0VO5502D-1,54,W656,84,VOGUE,VO,XS,Žene,Zaobljeni četvrtasti,Puni okvir,Crna,Najlonska vlakna,53,42,Najlonska vlakna,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5502D__W656,Dioptrijski okvir VOGUE XS Crna
0VO5509S,56,W44/11,84,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Fronta Tamna Havana/Svijetla Smeđa,Najlonska vlakna,54,39,Najlonska vlakna,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5509S__W44/11,Dioptrijski okvir VOGUE S Fronta Tamna Havana/Svijetla Smeđa
0VO5509S-1,56,W44/11,84,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Fronta Tamna Havana/Svijetla Smeđa,Najlonska vlakna,54,39,Najlonska vlakna,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5509S__W44/11,Dioptrijski okvir VOGUE S Fronta Tamna Havana/Svijetla Smeđa
0VO5515SB,55,309913,84,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,54,39,Najlonska vlakna,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5515SB__309913,Dioptrijski okvir VOGUE S Transparentna ružičasta
0VO5515SB-1,55,309913,84,VOGUE,VO,S,Žene,Mačkasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,54,39,Najlonska vlakna,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5515SB__309913,Dioptrijski okvir VOGUE S Transparentna ružičasta
0VO5518,51,3084,101,VOGUE,VO,"S,M",Žene,Nepravilan,Puni okvir,"Crvenoljubičasti gornji dio / stara ružičasta,Gornji dio smeđa / boja kože",Injektirani,52,43,Metal,135,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5518__3084,"Dioptrijski okvir VOGUE S,M Crvenoljubičasti gornji dio / stara ružičasta,Gornji dio smeđa / boja kože"
0VO5518-1,51,3084,101,VOGUE,VO,S,Žene,Nepravilan,Puni okvir,Crvenoljubičasti gornji dio / stara ružičasta,Injektirani,52,43,Metal,135,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5518__3084,Dioptrijski okvir VOGUE S Crvenoljubičasti gornji dio / stara ružičasta
0VO5518-2,53,3181,101,VOGUE,VO,M,Žene,Nepravilan,Puni okvir,Gornji dio smeđa / boja kože,Injektirani,54,45,Metal,140,,16,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5518__3181,Dioptrijski okvir VOGUE M Gornji dio smeđa / boja kože
0VO5525S,52,W65668,92,VOGUE,VO,M,Muškarci,Kvadratni,Puni okvir,Prozirna Tamnosiva,Najlonska vlakna,52,41,Metal,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5525S__W65668,Dioptrijski okvir VOGUE M Prozirna Tamnosiva
0VO5525S-1,52,W65668,92,VOGUE,VO,M,Muškarci,Kvadratni,Puni okvir,Prozirna Tamnosiva,Najlonska vlakna,52,41,Metal,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5525S__W65668,Dioptrijski okvir VOGUE M Prozirna Tamnosiva
0VO5526S,52,309511,92,VOGUE,VO,L,Muškarci,Kvadratni,Puni okvir,Prozirna Tamnosiva,Najlonska vlakna,54,42,Metal,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5526S__309511,Dioptrijski okvir VOGUE L Prozirna Tamnosiva
0VO5526S-1,52,309511,92,VOGUE,VO,L,Muškarci,Kvadratni,Puni okvir,Prozirna Tamnosiva,Najlonska vlakna,54,42,Metal,145,,19,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5526S__309511,Dioptrijski okvir VOGUE L Prozirna Tamnosiva
0VO5557S,54,313614,92,VOGUE,VO,"L,M",Žene,Phantos,Puni okvir,"Transparentna siva,Transparentna ružičasta,Prozirna Karamela",Injektirani,54,46,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5557S__313614,"Dioptrijski okvir VOGUE L,M Transparentna siva,Transparentna ružičasta,Prozirna Karamela"
0VO5557S-1,54,313614,92,VOGUE,VO,L,Žene,Phantos,Puni okvir,Transparentna siva,Injektirani,54,46,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5557S__313614,Dioptrijski okvir VOGUE L Transparentna siva
0VO5557S-2,54,313711,92,VOGUE,VO,M,Žene,Phantos,Puni okvir,Transparentna ružičasta,Injektirani,52,45,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5557S__313711,Dioptrijski okvir VOGUE M Transparentna ružičasta
0VO5557S-3,54,W44/81,92,VOGUE,VO,M,Žene,Phantos,Puni okvir,Prozirna Karamela,Injektirani,52,45,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5557S__W44/81,Dioptrijski okvir VOGUE M Prozirna Karamela
0VO5559,51,3145,92,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,51,38,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5559__3145,Dioptrijski okvir VOGUE S Transparentna ružičasta
0VO5559-1,51,3145,92,VOGUE,VO,S,Žene,Leptirasti,Puni okvir,Transparentna ružičasta,Najlonska vlakna,51,38,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5559__3145,Dioptrijski okvir VOGUE S Transparentna ružičasta
0VO5560,51,3146,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,"Crna,Transparentna",Najlonska vlakna,53,39,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5560__3146,"Dioptrijski okvir VOGUE M Crna,Transparentna"
0VO5560-1,51,3146,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Crna,Najlonska vlakna,53,39,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5560__3146,Dioptrijski okvir VOGUE M Crna
0VO5560-2,51,3147,92,VOGUE,VO,M,Žene,Leptirasti,Puni okvir,Transparentna,Najlonska vlakna,53,39,Metal,140,,17,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5560__3147,Dioptrijski okvir VOGUE M Transparentna
0VO5568,49,2990,105,VOGUE,VO,L,Muškarci,Zaobljeni četvrtasti,Puni okvir,Crna,Acetat,54,43,Acetat,145,,20,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5568__2990,Dioptrijski okvir VOGUE L Crna
0VO5568-1,49,2990,105,VOGUE,VO,L,Muškarci,Zaobljeni četvrtasti,Puni okvir,Crna,Acetat,54,43,Acetat,145,,20,Dioptrijski okvir,Dioptrijski okvir VOGUE,0VO5568__2990,Dioptrijski okvir VOGUE L Crna
